Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,3/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Kazakhstan,KAZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75948048,,10.60968018,10.28594971,13.26669979,11.94447041,13.64694023,13.04090023,16.93131638,18.1045742,19.25287056,17.96060753,17.32483292,12.19303989,13.8441,11.41991043,13.88018036,14.10953045,18.59687424,20.34462166
Kenya,KEN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,16.33731079,17.39657974,14.53316975,15.55566025,17.66080093,,19.4657402,17.0876503,,18.64015007,15.95073032,13.86448002,14.95127964,,,,,24.54854965,23.3970108,22.39570999,25.62821007,24.98008919,26.66814995,27.46933937,25.08139992,,,,20.55599022,19.25283051,19.9239006,19.13569069,17.08102989,16.6646595,17.35457039,17.70870018,19.03519058,18.5200386,,
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76004982,,13.69270039,11.38731956,11.61130047,13.72138977,15.14647007,15.93953037,16.24381065,16.76840019,19.05260086,21.8514595,21.2062397,19.15300941,15.6813097,18.17252922,18.19500923,17.77379036,14.36483955,15.71675968,16.92091942,16.27813911,16.79590034,16.47274971,20.69095421,18.83850479
Cambodia,KHM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.392000198,,11.07901001,11.38078976,10.13757038,,12.40431023,,,11.1035099,,8.165240288,7.337470055,7.335400105,7.199850082,14.00462532,13.65726948,15.3179636,15.11543465,15.94254494,16.86346817,18.93770027,17.16835022,15.73618317
Kiribati,KIR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.50751019,15.26541996,11.51613998,,,,,,,,,,18.20199013,17.9850502,16.72262001,16.66514969,13.74775028,12.88805008,12.54887962,15.13971996,12.39466,20.1776104,19.27183914
St. Kitts and Nevis,KNA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,19.16773987,,13.00741005,,9.140000343,,11.2264204,15.21413994,,,13.37852955,,,14.53252029,10.32295036,13.68505001,14.20753002,11.05932999,12.28806019,11.79026031,11.05620956,12.47840977,13.05181026,,,,,9.62728405,13.77105331,13.16897297,8.69246006,13.46000004,12.84000015,13.52999973,12.27999973,11.11999989,7.16271019
"Korea, Rep.",KOR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40999985,14.81999969,,,,,14.65295982,14.30253983,14.29845047,14.31293011,13.83082008,,
Kuwait,KWT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.397489548,,,,11.32546043,13.09107018,,,,18.01417923,15.25835991,,14.95361042,13.85410976,13.37001038,7.78000021,5.860000134,9.430000305,7.869999886,8.199999809,10.52999973,11.55000019,10.52000046,9.514309883,10.51535988,11.13780975,11.75430965,12.82629967,11.91267014,
Latin America & Caribbean (excluding high income),LAC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.71679974,14.91203499,16.35596085,15.68778992,14.77265501,,,,15.81505013,17.38015938,16.02066994,16.01488495,15.80000019,16.47883034,16.26272964,15.44384003,16.34000015,17.87010002,17.57729912,16.57785034,15.09201193,15.3368597,17.87413979
Lao PDR,LAO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.295569897,9.946570396,15.26266003,,15.87434959,14.12779045,17.76235962,18.10178947,13.00520992,7.463099957,7.246960163,8.259579659,7.36868,13.34101009,11.75734997,10.46939659,12.8905077,11.43893528,11.16837788,11.62313557,10.91060925,10.75991726
Lebanon,LBN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80824995,10.44340038,5.916369915,8.106699944,,,,,7.421249866,7.056300163,,7.931230068,8.421310425,7.693190098,7.341040134,5.86977005,5.502999783,5.534289837,5.733809948,7.109159946,8.575519562,6.300000191,6.300000191,7.148960114,7.147540092,8.047450066,8.143950462,9.89828968,
Liberia,LBR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.454070091,,,8.967597008,5.18434,4.673270226,6.893489838,11.02368069,11.02420044,8.341939926,8.147789955,13.71934986,13.71347523,6.866789818
Libya,LBY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.138730049,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2560997,,,,,,,,31.31318092,,,,29.43382072,26.03627014,,25.85462952,,15.42216015,15.04104042,16.3069706,19.01137924,,19.94337082,13.89531994,14.20207977,13.83675957,12.19244957,13.84786034,15.30152035,16.45298004,21.97570038,14.09974003,14.30671978,14.08432007,14.42372036,14.46759033
Latin America & Caribbean,LCN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.18450975,14.91203499,15.57609558,15.68778992,14.77265501,,,,16.28073025,,,16.77766991,15.42368031,16.71186543,15.97636461,15.06999969,16.21810913,16.18619919,17.5741806,15.6704545,14.62930965,15.3368597,16.1069355
Least developed countries: UN classification,LDC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05184984,15.5201602,15.26266003,,15.87434959,15.50660992,17.08520985,,16.17733002,16.30168915,16.17281914,15.11833,14.57989979,15.30115461,13.73431969,13.22008038,13.50554514,14.63937998,14.38697004,13.13586044,12.85527992,12.47558022
Low income,LIC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.05184984,15.07777977,,,12.31330013,14.87641001,,,15.67825985,16.40449905,16.50391006,15.2091651,14.85430002,15.7826395,14.77883482,13.22008038,13.49743986,14.93433952,15.82935047,14.21378994,13.33253956,12.22723532
Liechtenstein,LIE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87623024,,,12.70728016,11.56567001,12.69388962,,11.66882992,,,,,,,10.89999962,11.03999996,10.85999966,10.25,8.2707901,8.605660439,9.110159874,8.394029617,9.419949532,10.8239603,10.95026016,17.72875977,14.49975967,11.33090019,9.899999619,,
Lower middle income,LMC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.20676041,,15.47522497,,15.95312023,16.03088999,17.54944515,15.4455204,17.64341545,15.18871021,15.92538023,15.61184025,16.0264945,16.67614365,16.04590607,15.26046228,15.66320038,15.86128998,16.32588005,14.19338942,14.4071703,15.3408699
Low & middle income,LMY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22856522,15.72974014,15.20456505,,15.13930035,15.04360962,15.30664492,15.10157013,15.63488483,15.45088005,15.76691532,15.1384449,15.54780006,15.64135456,14.93948984,14.79704523,15.06348038,15.44113731,15.60871029,14.15939045,14.29006004,14.93462992
Lesotho,LSO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,29.41077042,20.82331085,22.92170906,,,15.29199028,15.38955975,,,,23.02207947,18.58789063,20.50745964,,26.44453049,,23.55234909,19.20038033,23.84892082,24.36375999,32.10572815,27.64990044,32.40491867,28.23381042,,24.69754982,,,21.23520088,17.43090057,19.30680084,18.0970993,14,13.99763966,15.11530972,14.12979984,13.13586044,13.79121971,13.65828991
Late-demographic dividend,LTE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27794981,,,14.09593964,13.29638958,13.23923969,14.28520966,15.10993528,14.27700472,13.22315025,13.31835508,13.28645039,14.03944016,13.48060989,13.98856497,13.04694462,13.8083148,13.83808994,13.18461514,12.9755702,13.46419525,13.4202404,13.08241987,13.4449501,12.33244085,
Lithuania,LTU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.27873993,21.93460083,20.65736008,18.32267952,16.7170105,16.61293983,,,16.67028046,17.46509933,15.93097973,15.5721302,14.57956028,14.28964996,13.32594013,13.0529604,12.77760983,12.85881996,12.33635044,13.53596973,13.28802013,13.19013977,12.28826046,12.02523994,11.76564026,11.74273014,11.74954033,12.02999973,
Luxembourg,LUX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.843489647,,,,,9.280659676,,,,,,,,,11.98425007,12.06956768,9.274550438,9.015843391,9.493740082,9.334429741,8.572992325,8.446969986,8.658579826,8.678359985,10.55000019,
Latvia,LVA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66432953,14.09593964,14.60147953,15.87751961,16.37018013,15.37675953,14.50181007,,13.91162968,14.06704998,14.76309967,13.02513981,11.80902958,12.7153101,17.73654938,18.74402046,13.97237015,14.12740993,12.89328957,11.96763039,11.14750957,11.7610302,13.76000023,
"Macao SAR, China",MAC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8389101,11.09216022,10.71469021,10.38807011,9.002079964,8.113349915,11.1839304,9.94645977,10.44556999,11.37250042,12.97941971,14.63311005,22.32860947,12.58631992,13.65736008,13.41969967,13.83483982,14.10256958,15.1596899,16.59794998,12.30000019,13.75666904
St. Martin (French part),MAF,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89277077,,20.46423912,,20.47270966,,,25.21153069,25.76847076,,,,,,,,,17.47064018,17.29528999,,,,,,4.645979881,,13.66193008,14.55434036,15.46755981,14.81814957,16.86082077
Monaco,MCO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.134119987,5.484159946,,,5.163430214,,,5.767749786,5.842339993,6.401110172,6.489769936,5.071700096,6.327899933,,,,5.92595005,,,,,6.598810196,6.363220215,8.076169968,8.87594986,7.059219837,5.008860111,,6.596549988,6.980629921,,5.029270172,,5.728980064
Moldova,MDA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3399601,,,14.12242031,12.92393017,16.42476082,17.88434029,16.19259071,19.45202065,19.29664993,18.60881996,19.4169693,19.85008049,20.99263,22.26700974,21.9158802,20.74197006,18.23982048,18.76510048,18.18217087,18.62162971,18.43283081,17.56772995,19.46438026,17.9937706,
Madagascar,MDG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,14.89931011,16.53528976,16.78964043,18.32389069,16.62018013,,,,,,,,12.31729984,,,,10.64441013,9.382769585,15.5387001,15.89050961,17.68247032,17.93675995,15.76313972,12.96076965,18.03303909,15.32419014,18.04454994,16.25814056,22.58583069,18.08377647,19.77969933,20.32579994,13.98937988,18.96677017,16.9629097,19.83818054,17.15076065,19.81804085,17.95278931,15.33695984,15.51618958
Maldives,MDV,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.20602989,20.18581009,19.37100029,12.93610001,13.25502014,12.6912899,12.56846046,13.73838997,10.94631004,9.854999542,11.22364044,12.55389977,10.61962986,11.44925022,9.805020332,11.35381031,11.38990021,12.05595016,10.50504017,11.90775013
Middle East & North Africa,MEA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01417923,,,14.95361042,13.85410976,13.39561033,,12.83321476,14.07999992,13.73631001,11.39999962,11.6155448,11.72888994,11.91744041,11.63226986,12.15015984,13.40239477,13.77495003,12.75255966,12.26000023,
Mexico,MEX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15458965,15.09570026,,21.5629406,24.12129974,,,16.31761932,16.69396019,19.64612961,20.62428093,21.46491051,22.47187042,22.05382919,21.90378952,20.82431984,19.88907051,17.38015938,18.66511917,18.64258957,18.42102051,18.08719063,16.9059906,18.80594063,19.01874924,17.93932915,17.57729912,16.57785034,,,
Marshall Islands,MHL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54380989,,,14.8142004,22.50875092,,,,,29.35000038,38.54000092,37.70000076,36.18999863,29.19000053,29.25,31.19000053,31.85032082,27.04999924,24.84000015,24.80999947,24.80999947,16.16671944,
Middle income,MIC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66257,15.73330975,15.26266003,16.11750984,15.34563541,15.04360962,15.23263502,14.94431019,14.4419899,14.89059019,15.50638008,15.013165,15.73020267,15.64135456,14.93948984,15.02631092,15.11543465,15.74776983,15.5957551,14.13446045,14.78238964,15.23220015
North Macedonia,MKD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.640879631,,,,,,,,,,,,,,,,,,,
Mali,MLI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.32380962,14.49349976,14.52521038,18.28376007,17.73634911,16.28030014,,,18.0316906,16.95940971,16.50391006,18.25834084,22.40337944,16.62344933,18.22426033,18.15549088,13.90388012,16.53433037,15.8884201,14.63601971,14.46611977,15.95777988
Malta,MLT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.535340309,,10.55488968,,,14.53678989,13.06567955,12.34494019,15.71920967,18.90480042,15.26156044,18.77519989,17.53776932,13.15089035,14.16854954,13.36942005,14.0281105,13.99750996,12.78999996,
Myanmar,MMR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,5.928639889,10.10000038,13.80000019,7.537509918,8.734160423,9.683899879,9.927680016,10.38910961,10.56412983,,
Middle East & North Africa (excluding high income),MNA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.37338972,16.41296482,12.48923969,17.29528999,14.54209995,16.00078011,15.22820997,14.47933483,14.19332123,12.46226978,13.07507992,13.66193008,13.99153042,14.46348,,
Montenegro,MNE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.80766964,15.17901039,15.49800968,16.07476997,,20.31151009,,13.59445,,,13.28645039,,14.51142025,14.71113968,12.1508503,16.53363228,16.30139732,16.8875351,14.07163811,13.10679054,13.4202404,34.83263779,38.10615921,12.45990181,19.40422821
Northern Mariana Islands,MNP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05375004,16.92332077,,,,,18.00153923,22.7181797,18.55003929,,,,19.92300034,19.58639908,19.76724052,19.03288078,17.8321991,19.8523407,20.19511032,18.94169998,17.39340973,19.03367996,17.9349308,18.75980949
Mauritania,MRT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.17580986,,10.31007957,,,,,13.68274975,10.01766014,11.40542984,11.90512848,12.84349346,9.330610275,,,10.22801971,9.727089882,10.49460506
Mauritius,MUS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1949501,14.34508038,,,,,,,,19.23760033,17.54190063,13.23923969,12.91514015,17.92271996,17.38710022,17.08813095,15.17617035,14.18327999,14.03944016,13.24722958,14.57314968,13.84617043,14.96061993,14.78901005,20.90517998,19.45709038,19.96249962,20.35720062,19.27433014,18.67692947,16.11787987,14.32312965
Malawi,MWI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49777031,,,,,,,12.45998001,15.04564953,13.64096355,20.49682999,16.59646988,21.79789925,17.19881058,14.34442043,15.82935047,14.59023952,11.49765015,
Malaysia,MYS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.10503006,17.31287956,19.92374992,19.50259018,22.77094078,20.05298042,,21.18855095,21.39068031,24.34852028,25.90360069,24.54244041,21.01292038,,16.74556923,16.12466049,14.03864002,18.46463013,18.40623093,20.97702026,19.85116005,19.45430946,19.80056,19.81072998,20.93572044,21.31582069,19.64325905,17.68560028,15.44262028,16.37462044
North America,NAC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,15.57890034,15.53180981,14.77497005,14.09080029,13.2368803,12.68319988,13.45582962,13.53853989,13.56976986,13.19062042,14.26379967,13.11614037,14.62347984,12.93443012,12.86363029,,,12.63957977,12.74188042,12.98260021,12.21224022,12.14789963,,,12.17807007,,12.32855988,12.00996017,12.48363972,13.9516201,13.86435556,14.23651695,13.61839867,14.06225777,12.94862986,12.59485483,13.01770496,12.61552525,12.55924511,11.32499981,
Namibia,NAM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.04277039,21.92506027,22.77570915,21.83686066,20.32821083,,,21.6029892,,24.86161041,,26.12351036,23.95210075,22.74790001,24.05590057,22.09550095,22.57132912,23.93919945,24.6740303,23.32430077,26.39039993,24.94137955,24.80791092
New Caledonia,NCL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.44432068,,,17.22141075,19.05752945,16.65031052,16.66684914,13.84549999,,,16.88376999,17.37597084,16.17733002,18.91250992,19.0896492,20.11651993,19.19202042,18.07670021,21.66150093,18.51218987,15.34716034,13.21516037,16.33996964,13.01280975,13.33253956,11.95261955
Nigeria,NGA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.167306423,7.877424717,8.547880173,8.677390099,9.037190437,9.25551033,6.652200222,6.120110035,5.944550037,5.854969978,5.131440163,5.140230179
Nicaragua,NIC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,0,,,,,11.93350029,,,,,,13.38181973,14.71679974,14.57369995,,15.68778992,14.88700008,,,,,,,26.40800095,,,,23.04759979,22.28290939,21.32547951,22.43330002,22.86000061,23.95000076,22.81999969,
Netherlands,NLD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,12.0678997,11.40721989,10.64282036,9.871850014,10.50205994,10.83491993,11.2973299,10.55998039,,10.98548985,11.07083988,,9.666669846,9.561429977,9.667949677,8.887470245,,10.42018986,10.56879044,11.08148956,11.15738964,11.23149967,11.53141022,11.87693977,12.33590984,11.97107983,11.76274967,11.87849045,11.6184597,11.66905022,11.88770962,11.77606964,12.09424019,12.15079975,12.20965004,12.80685997,12.42325974,12.91154957,12.51278973,11.02000046,
Norway,NOR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,14.48762035,14.52952003,14.31285,14.06793022,14.06037045,14.02931976,14.25893974,13.18505955,13.88951969,13.89447021,13.72192955,13.66609955,15.7393198,16.35090065,16.73825073,15.84255028,16.05324936,15.39109993,14.99256992,15.6301899,15.78386021,16.08358002,15.53073025,16.26292992,16.37252998,15.7071104,15.87798977,15.71776009,15.50778008,15.08848953,14.82680988,17.28206062,17.11923981,16.90208054,15.60758018,15.83950996,15.93850994,15.91753006,15.6655302,10.14000034,
Nepal,NPL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15604019,21.65620041,20.44404984,21.31265068,21.61335945,22.29421997,25.50064087,21.14613914,22.23003006,19.87293053,16.03235054,17.98384094,18.295681,17.4074707,17.88731956,15.02631092,15.08896732,12.96988964,11.64741611,12.11302948,15.00512505,14.38920784
Nauru,NRU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.82085037,12.08001995,8.577910423,12.11254978,9.082309723,4.32558012,3.529390097,3.631880045
New Zealand,NZL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,8.192350388,8.092690468,8.877570152,9.700209618,10.13755035,,,,,14.07855988,13.99979973,16.0999794,15.78923035,,16.22986031,,16.71030045,16.77153015,16.75843048,17.00461006,16.25795937,15.16337013,14.98482037,14.07769012,15.34360027,15.68109989,15.76294041,17.75274086,16.54368019,16.26573944,16.37351036,16.83169937,16.64263916,16.08296013,13.48462963,14.43999958,
OECD members,OED,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11497021,12.29184484,11.90163994,11.84667015,,12.28760004,12.40835953,12.91302013,12.42334509,12.56348038,12.86374998,12.87954998,12.511765,12.84820986,12.84257984,12.66641521,12.77760983,12.01186991,12.33088017,12.4887104,12.6068697,12.40009022,12.89673233,12.99238491,12.38607979,12.32068491,12.23050976,10.89500046,
Oman,OMN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.93073988,7.986430168,7.649610043,7.756030083,8.004639626,8.039019585,9.125559807,9.991800308,10.32785988,8.983440399,10.5839901,11.06247997,10.03896046,10.31647015,10.05364037,11.22463036,,,10.94917965,13.75634956,11.3134737,10.72887897,11.08018017,,,,13.55008984,12.69789982,12.42101955,12.2049799,
Other small states,OSS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23760033,17.70648956,17.30488491,16.22219992,17.92271996,16.61004019,17.08813095,18.89130497,,16.3231349,13.81999969,13.81727028,13.79371023,13.90108013,13.96867514,12.87141991,13.01430035,13.09148026,15.27822351,13.99153042,13.88990593,13.79121971,13.81885672
Pakistan,PAK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.80284977,9.376429558,10.31326962,10.06898975,11.75339985,,11.30733013,8.489879608,,,,11.22935009,13.77750969,15.28909969,15.4455204,14.09696007,12.08263016,11.86466026,10.92461014,11.04063034,11.51397991,11.30066013,13.1872797,15.06348038,14.54477978,12.19247913,11.59167957,10.7962122,10.24027824
